Site,Latitude,Longitude,Altitude,Month,Season,Species,pH,TDS,EC,Alcalinite,PO4,NO3,Profondeur,Vegetation,Algues,Nature_fond,Count,Taux_infestation,total
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.294241420492499,Novembre,Pluvieuse,Lymnaea natalensis,2.2049722641270453,6.21100160282808,6.761457021364839,4.385769620952716,0.9435167181277465,0.8355144218468673,1.366091653802371,Moyenne,Abondantes,Vaseux,1.9459101490553132,1.8870696490323797,4.844187086458591
Port Bisengimana,0.6931471805599453,3.408528675268409,7.297835985046554,Septembre,Pluvieuse,Melanoides tuberculata,2.21375387928743,6.420646181833463,6.975881108029737,4.220977213155467,1.091923300517313,1.4095224872390977,0.8628899551470398,Faible,Absentes,Rocheux,2.0794415416798357,1.791759469228055,4.672828834461906
Marché de Kituku,0.706056495634798,3.4067753292803804,7.299594643508488,Août,Sèche,Melanoides tuberculata,2.075684492802124,6.418038618426381,7.005244900259394,4.396915247167632,1.354287564984804,1.9636097261547143,1.1817271953786161,Faible,Absentes,Vaseux,1.3862943611198906,1.791759469228055,4.663439094112067
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.295735072749282,Octobre,Pluvieuse,Melanoides tuberculata,2.188295946591918,5.897428555181388,6.489052944091952,4.334672938290411,1.791759469228055,1.1978541233177589,1.252762968495368,Forte,Abondantes,Rocheux,1.791759469228055,1.791759469228055,4.574710978503383
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.291519960110962,Juillet,Sèche,Bulinus tropicus,2.188295946591918,5.794536837924666,6.424869023905388,4.1666652238017265,0.9802040576178078,0.6647477060382473,1.3454723665996355,Faible,Absentes,Vaseux,1.9459101490553132,1.791759469228055,4.74493212836325
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.28337954507928,Septembre,Pluvieuse,Bulinus forskalii,2.167910189667444,6.246494287284514,6.8988154374126625,4.02535169073515,1.343125865718512,2.116978145208562,0.41871033485818504,Faible,Abondantes,Sableux,2.5649493574615367,3.152736022363656,4.51085950651685
Le chalet,0.6966076860980273,3.407960195532211,7.290906609493717,Septembre,Pluvieuse,Bellamya capillata,2.2407096892759584,6.142037405587356,6.698144741950512,4.6520537718869415,1.6046263554368783,1.1687600485701914,1.2325602611778486,Moyenne,Absentes,Rocheux,1.0986122886681098,1.791759469228055,4.499809670330265
Port Bisengimana,0.6931471805599453,3.408528675268409,7.28851777444993,Août,Sèche,Bulinus tropicus,2.2407096892759584,5.77827132664694,6.3726369626471016,4.475061500641071,0.6086780239334952,2.1972245773362196,0.23901690047049992,Forte,Modérées,Rocheux,3.828641396489095,2.72785282839839,4.248495242049359
Mawe Hai,0.712831173368352,3.4065718134956104,7.303304722302925,Juillet,Sèche,Bulinus tropicus,2.1424163408412245,6.4586517138441435,7.033859155777863,4.401829261970061,1.40192161700559,1.2884058603007653,0.688134638736401,Faible,Absentes,Rocheux,1.0986122886681098,2.3608540011180215,4.804021044733257
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.2927455339009155,Septembre,Pluvieuse,Melanoides tuberculata,2.1552445050953364,5.876053695596654,6.490723534502507,4.197201947661808,1.5002924651733025,0.6026752773958697,0.4510756193602166,Forte,Modérées,Rocheux,2.302585092994046,1.791759469228055,3.7376696182833684
Le chalet,0.6966076860980273,3.407960195532211,7.290224667295986,Juillet,Sèche,Melanoides tuberculata,2.1972245773362196,6.061689991997479,6.718529945871388,4.238444906195857,1.551808799597464,0.885419068207068,0.8458682675776092,Moyenne,Abondantes,Vaseux,2.4849066497880004,1.791759469228055,4.653960350157523
Mawe Hai,0.712831173368352,3.4065718134956104,7.298039065094637,Août,Sèche,Biomphalaria pfeifferi,2.1482677326096886,6.465833633863357,7.052721049232323,4.530446639792155,1.4300719834657785,1.525403916824091,1.1474024528375417,Forte,Absentes,Sableux,3.367295829986474,2.5257286443082556,4.8283137373023015
Marché de Kituku,0.706056495634798,3.4067753292803804,7.297226497335952,Juillet,Sèche,Bulinus forskalii,2.065596134857783,6.133398042996649,6.737204177787098,4.455509411433685,1.6130314479442305,1.460705858633701,1.1568811967920856,Moyenne,Absentes,Vaseux,2.302585092994046,2.8622008809294686,4.543294782270004
Le chalet,0.6966076860980273,3.407960195532211,7.291519960110962,Août,Sèche,Bellamya capillata,2.2407096892759584,6.141607205537701,6.691339048417354,4.529368472571809,0.9654617758806044,0.9700210542951229,0.8197798314933114,Forte,Abondantes,Sableux,2.8903717578961645,1.791759469228055,3.7376696182833684
Le chalet,0.6966076860980273,3.407960195532211,7.289200881246082,Novembre,Pluvieuse,Ceratophallus natalensis,2.2300144001592104,5.970240910656355,6.551223181983152,4.136765278106052,0.9218751101680557,0.3548733219921042,0.41871033485818504,Faible,Absentes,Sableux,0.6931471805599453,1.791759469228055,3.58351893845611
Marché de Kituku,0.706056495634798,3.4067753292803804,7.293629737325297,Juillet,Sèche,Bulinus tropicus,2.1713368063840917,6.091309882077698,6.660447100668629,4.399375273008495,1.1059188638505477,2.1972245773362196,0.8960880245566356,Faible,Absentes,Vaseux,2.833213344056216,3.122364924487357,4.543294782270004
Le chalet,0.6966076860980273,3.407960195532211,7.293289751601423,Novembre,Pluvieuse,Ceratophallus natalensis,2.154085084675602,6.363545211196563,6.921855403360919,4.231203744939298,1.4204542127665951,0.5670169034157332,0.5822156198526637,Faible,Absentes,Rocheux,0.6931471805599453,1.791759469228055,3.58351893845611
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.288244401020124,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.1983350716202463,5.838895948463375,6.414278293550759,4.37197629882038,1.791759469228055,1.0577902941478545,0.9477893989335261,Moyenne,Absentes,Vaseux,3.828641396489095,2.302585092994046,4.844187086458591
Mawe Hai,0.712831173368352,3.4065718134956104,7.293017679772782,Juin,Sèche,Melanoides tuberculata,2.2181159363675955,6.472809865551464,7.033947304219897,4.192680462942962,0.4989554511955033,2.051941867977251,1.007957920399979,Moyenne,Modérées,Vaseux,2.6390573296152584,1.791759469228055,4.532599493153256
Port Bisengimana,0.6931471805599453,3.408528675268409,7.288381097076656,Juin,Sèche,Bulinus forskalii,2.199444334074532,6.121395716700013,6.637520120134077,4.432006566978902,0.7761087012742927,1.8432444119165634,1.128171090909654,Faible,Absentes,Vaseux,2.6390573296152584,2.7013612129514133,4.990432586778736
Le chalet,0.6966076860980273,3.407960195532211,7.288176045984041,Juin,Sèche,Biomphalaria pfeifferi,2.214846178686039,6.303168275401672,6.8501261661455,4.448516375942715,0.3471295310952009,1.1786549963416462,0.6780335427498971,Forte,Abondantes,Sableux,3.9512437185814275,2.0541237336955462,4.663439094112067
Marché de Kituku,0.706056495634798,3.4067753292803804,7.300135147541646,Juin,Sèche,Bulinus forskalii,2.005525858729668,6.223964193346217,6.788746492399935,4.436751534363128,1.7444931434269653,0.6232610530957788,0.8064758658669484,Moyenne,Abondantes,Vaseux,2.1972245773362196,2.7536607123542622,4.174387269895637
Port Bisengimana,0.6931471805599453,3.408528675268409,7.297294236540043,Juillet,Sèche,Bellamya capillata,2.2407096892759584,6.217005223021913,6.8008379966360595,4.4796069630127455,1.1278474139364447,1.5965552866030868,0.7178397931503169,Faible,Abondantes,Vaseux,1.9459101490553132,1.791759469228055,4.68213122712422
Port Bisengimana,0.6931471805599453,3.408528675268409,7.292405247376381,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.1471001901536506,6.365094931696128,6.956164418189824,4.312140507209715,1.5284447532245686,1.3614892422009195,0.5481214085096876,Faible,Modérées,Vaseux,3.828641396489095,3.763522997109702,5.056245805348308
Port Bisengimana,0.6931471805599453,3.408528675268409,7.299594643508488,Juillet,Sèche,Biomphalaria pfeifferi,2.136530508663963,6.062854543194655,6.70857236511277,4.3067641501733345,0.7603384301002686,0.9646998710818426,0.9858167945227653,Faible,Abondantes,Rocheux,2.3978952727983707,2.833213344056216,4.68213122712422
Le chalet,0.6966076860980273,3.407960195532211,7.285232350550133,Septembre,Pluvieuse,Biomphalaria pfeifferi,2.157559320943788,6.277395086520957,6.907255153940455,4.562262684976814,1.3483328548327718,0.9407882034745425,0.9001613499442714,Moyenne,Absentes,Rocheux,3.6109179126442243,2.760009940032921,4.499809670330265
Plage du Peuple,0.6987658661412391,3.407702941213177,7.279111917456852,Juillet,Sèche,Bulinus forskalii,2.1552445050953364,6.025624398754687,6.61324998118223,4.143134726391533,0.7575294394892135,2.1972245773362196,0.8064758658669484,Forte,Modérées,Sableux,2.302585092994046,2.6100697927420065,4.2626798770413155
Mawe Hai,0.712831173368352,3.4065718134956104,7.2986480579070445,Juillet,Sèche,Bulinus forskalii,2.010894999144726,6.33753344525949,6.9049513516494025,4.517431271680085,0.4140944348062189,1.0174022332425665,1.0402767116551463,Forte,Modérées,Rocheux,2.5649493574615367,1.916922612182061,4.804021044733257
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.29308570466992,Juillet,Sèche,Biomphalaria pfeifferi,2.1770218700187,5.614222397943558,6.226141334235865,4.3463994570307305,1.33920275358604,2.1972245773362196,1.0750024230289759,Faible,Abondantes,Sableux,2.6390573296152584,2.5649493574615367,4.454347296253507
Marché de Kituku,0.706056495634798,3.4067753292803804,7.304717674598552,Septembre,Pluvieuse,Ceratophallus natalensis,2.0980179272527715,6.464432528317732,6.9845311177841864,4.662495252607361,1.2820443397460914,0.9078552530530535,1.0647107369924282,Moyenne,Modérées,Vaseux,2.772588722239781,2.9069010598473755,4.2626798770413155
Mawe Hai,0.712831173368352,3.4065718134956104,7.302226845615436,Novembre,Pluvieuse,Lymnaea natalensis,2.131796772013764,5.927992124152408,6.500839118606658,4.562262684976814,0.7537718023763802,1.308332819650179,1.3164082336557241,Moyenne,Abondantes,Sableux,1.6094379124341003,2.1972245773362196,4.762173934797756
Port Bisengimana,0.6931471805599453,3.408528675268409,7.2947848249346166,Septembre,Pluvieuse,Biomphalaria pfeifferi,2.238579763018133,6.262445427836352,6.791109096862817,3.960813169597578,1.1625256144117624,0.733809162278835,0.44468582126144574,Forte,Absentes,Rocheux,2.995732273553991,3.487375077903208,4.672828834461906
Mawe Hai,0.712831173368352,3.4065718134956104,7.294649001504866,Août,Sèche,Melanoides tuberculata,2.234306252240751,6.101887228358073,6.687856457832816,4.406719247264253,1.196343777161445,1.018486244188825,0.44468582126144574,Faible,Abondantes,Sableux,2.1972245773362196,1.791759469228055,4.8283137373023015
Plage du Peuple,0.6987658661412391,3.407702941213177,7.28578067133152,Septembre,Pluvieuse,Bulinus tropicus,2.1447610078004784,6.120736882812121,6.7548371725574246,3.822098297900159,0.8281150409704297,1.3177478185847806,1.0152306797290584,Faible,Abondantes,Sableux,0.6931471805599453,3.246490991901174,4.2626798770413155
Port Bisengimana,0.6931471805599453,3.408528675268409,7.293221740583611,Juin,Sèche,Bellamya capillata,2.2235418856535927,6.026348948961484,6.59468702013994,4.314817884980432,1.791759469228055,1.6712853157601806,0.6205764877251099,Moyenne,Modérées,Vaseux,2.70805020110221,1.791759469228055,4.990432586778736
Le chalet,0.6966076860980273,3.407960195532211,7.291656209174461,Octobre,Pluvieuse,Melanoides tuberculata,2.222459048514761,5.904271335405605,6.539585955617669,4.33204826486764,0.8389776287714849,1.5385861714621492,1.3762440252663892,Moyenne,Absentes,Vaseux,2.0794415416798357,1.791759469228055,5.236441962829949
Le chalet,0.6966076860980273,3.407960195532211,7.295938579855774,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.2027647577118348,6.001909804969521,6.5868610723242424,4.160444363926624,1.208960345836975,1.026399954554185,0.8544153281560676,Faible,Modérées,Sableux,2.4849066497880004,2.5952547069568657,5.236441962829949
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.28543800607785,Juillet,Sèche,Melanoides tuberculata,2.163323025660538,6.07073772800249,6.66670230712436,4.355425952876702,0.4898062565419153,2.0295945692852544,0.3506568716131694,Moyenne,Modérées,Rocheux,3.258096538021482,1.791759469228055,4.74493212836325
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.2949206299188685,Novembre,Pluvieuse,Bulinus tropicus,2.188295946591918,6.260345990096045,6.853615832881489,3.4339872044851463,0.9839493803479699,0.609221945622184,0.5247285289349821,Moyenne,Modérées,Vaseux,3.367295829986474,2.8390784635086144,4.736198448394496
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.292541375881901,Juillet,Sèche,Melanoides tuberculata,2.145931282948669,6.243778475721972,6.789309523775655,3.9684033388642534,0.14236724128692196,0.38458189719174024,0.7514160886839212,Faible,Abondantes,Sableux,2.0794415416798357,1.791759469228055,4.454347296253507
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.289951760150947,Août,Sèche,Bulinus tropicus,2.2364452904895007,6.213407377845673,6.808487277323468,4.160444363926624,0.4014570867106256,1.4395981331422014,0.3784364357202451,Moyenne,Modérées,Sableux,3.332204510175204,1.791759469228055,4.859812404361672
Port Bisengimana,0.6931471805599453,3.408528675268409,7.297091005160418,Août,Sèche,Gyraulus costulatus,2.1644717908644115,6.149536101678477,6.738389433348399,4.498697941477575,0.35417181372061385,0.9516578757114464,0.8197798314933114,Faible,Absentes,Sableux,0.6931471805599453,1.791759469228055,4.248495242049359
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.29308570466992,Septembre,Pluvieuse,Lymnaea natalensis,2.2407096892759584,6.224954390476336,6.760182914515001,4.3134800921387715,0.511025603768657,0.9528155065565274,0.4574248470388754,Faible,Absentes,Vaseux,2.8903717578961645,2.5952547069568657,4.51085950651685
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.292813577312639,Septembre,Pluvieuse,Lymnaea natalensis,2.152924318439639,5.996700813903228,6.594002978797172,4.373238128640803,0.510425543744651,0.7916341272745994,0.9858167945227653,Moyenne,Modérées,Sableux,2.1972245773362196,2.580216829592325,4.51085950651685
Plage du Peuple,0.6987658661412391,3.407702941213177,7.288859386177366,Septembre,Pluvieuse,Lymnaea natalensis,2.2235418856535927,6.000672027858895,6.592770524002347,4.4343818650078095,0.5833323145527387,1.2886815322528902,0.9360933591703349,Forte,Modérées,Rocheux,2.302585092994046,2.785011242238338,4.2626798770413155
Port Bisengimana,0.6931471805599453,3.408528675268409,7.291042942145598,Juin,Sèche,Bulinus tropicus,2.1587147225743437,6.433422291575172,7.01472449997938,4.097672352314776,0.9042181506398859,0.8006553882752306,1.2267122912954254,Moyenne,Modérées,Vaseux,1.791759469228055,2.8735646395797834,4.990432586778736
Le chalet,0.6966076860980273,3.407960195532211,7.294716915525742,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.186051276738094,6.223766036206958,6.784683281392143,4.0809215418899605,0.8480118911208606,1.2214197179296566,0.7227059828014898,Forte,Modérées,Rocheux,3.7376696182833684,2.6878474937846906,5.236441962829949
Mawe Hai,0.712831173368352,3.4065718134956104,7.295192184570911,Novembre,Pluvieuse,Bulinus tropicus,2.211565694606877,6.061456918928017,6.697157696836445,4.206184043977636,1.1216775615991057,1.100942904006392,0.3646431135879093,Moyenne,Absentes,Rocheux,3.091042453358316,2.517696472610991,4.762173934797756
Marché de Kituku,0.706056495634798,3.4067753292803804,7.30162002902398,Juin,Sèche,Melanoides tuberculata,2.136530508663963,6.314634412489316,6.902139540196502,4.597138014290827,1.1454958745669601,2.1972245773362196,1.0331844833456545,Forte,Modérées,Vaseux,2.8903717578961645,1.791759469228055,4.174387269895637
Le chalet,0.6966076860980273,3.407960195532211,7.294445231763968,Octobre,Pluvieuse,Bulinus tropicus,2.2407096892759584,6.1433268964172285,6.750633523209925,4.333361462692601,0.6981347220709844,1.551808799597464,0.2546422183735807,Moyenne,Modérées,Sableux,2.70805020110221,2.4932054526026954,5.236441962829949
Mawe Hai,0.712831173368352,3.4065718134956104,7.298106749280254,Novembre,Pluvieuse,Bulinus tropicus,2.0992441689760155,6.080848108242668,6.669498089857879,4.3694478524670215,0.7774883289936961,1.161587087829498,1.0750024230289759,Faible,Modérées,Rocheux,3.091042453358316,2.533696813957432,4.762173934797756
Marché de Kituku,0.706056495634798,3.4067753292803804,7.298783339292532,Juin,Sèche,Biomphalaria pfeifferi,2.2235418856535927,6.151029116779321,6.7148984202727995,4.395682961121367,1.1684492482568893,0.9913982043609605,0.7419373447293773,Faible,Modérées,Rocheux,1.791759469228055,2.995732273553991,4.174387269895637
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.287765817617833,Juin,Sèche,Ceratophallus natalensis,2.1065702090680882,5.701446414858653,6.259390241194085,4.147885329150131,1.343386860108614,0.4706284340145776,0.4700036292457356,Forte,Modérées,Vaseux,1.791759469228055,1.791759469228055,4.6913478822291435
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.292405247376381,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.0731719286662407,6.179188153190932,6.747116933019324,4.1666652238017265,1.610037732506068,1.5155666968240298,0.6312717768418579,Forte,Abondantes,Vaseux,2.772588722239781,3.2809112157876537,4.574710978503383
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.283036055912986,Juin,Sèche,Melanoides tuberculata,2.199444334074532,6.275703197782002,6.850232092738471,4.549657476057832,0.6124792774924905,2.1972245773362196,1.2296405510745139,Moyenne,Modérées,Rocheux,1.9459101490553132,1.791759469228055,4.6913478822291435
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.289200881246082,Juillet,Sèche,Melanoides tuberculata,2.0681277817795625,6.160785291724685,6.713806385947203,3.856510295497887,1.4904291258518982,1.4795569915795803,0.7701082216960736,Faible,Abondantes,Rocheux,1.0986122886681098,1.791759469228055,4.74493212836325
Plage du Peuple,0.6987658661412391,3.407702941213177,7.29206484501751,Août,Sèche,Lymnaea natalensis,2.1234584270966104,5.851052393391237,6.458495010874302,4.08260930600368,0.7270653987634059,1.5464981126602262,0.19062035960864973,Moyenne,Modérées,Sableux,1.9459101490553132,2.2300144001592104,4.700480365792417
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.296345469865456,Novembre,Pluvieuse,Lymnaea natalensis,2.131796772013764,5.984188138137206,6.569341158123582,4.447346100794524,0.6103089022509408,1.5420152361166661,0.2546422183735807,Moyenne,Absentes,Sableux,1.3862943611198906,2.509599262378372,4.736198448394496
Plage du Peuple,0.6987658661412391,3.407702941213177,7.292949650247942,Juillet,Sèche,Biomphalaria pfeifferi,2.1938856760707046,5.658785108725465,6.283574302886914,4.447346100794524,1.0360274134764884,0.8250522514398839,1.1817271953786161,Forte,Modérées,Sableux,3.6888794541139363,2.509599262378372,4.2626798770413155
Le chalet,0.6966076860980273,3.407960195532211,7.296616637923521,Octobre,Pluvieuse,Bulinus forskalii,2.2300144001592104,6.220391343177919,6.864430154243763,4.505349850705881,1.6048272998764173,1.9220564701759129,0.6205764877251099,Moyenne,Absentes,Rocheux,0.6931471805599453,2.5726122302071057,5.236441962829949
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.289269166267788,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.179286876649552,6.089271607110894,6.641312709522775,3.9160150266976834,0.2874320411965716,1.021731244332152,0.4574248470388754,Forte,Modérées,Sableux,3.4657359027997265,2.2407096892759584,4.844187086458591
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.29015644749175,Août,Sèche,Melanoides tuberculata,2.1126345090356,6.0112671744041615,6.6388295350128,4.070734696582967,0.4027948795522855,1.4600093989421714,1.0296194171811581,Moyenne,Modérées,Vaseux,1.791759469228055,1.791759469228055,4.859812404361672
Marché de Kituku,0.706056495634798,3.4067753292803804,7.2955993783328985,Novembre,Pluvieuse,Lymnaea natalensis,2.2407096892759584,5.986452005284438,6.564983240212396,4.33204826486764,0.752830182721119,1.0101453073457793,1.2669476034873244,Moyenne,Absentes,Vaseux,3.044522437723423,2.8678989020441064,4.330733340286331
Marché de Kituku,0.706056495634798,3.4067753292803804,7.2966844184502015,Septembre,Pluvieuse,Melanoides tuberculata,2.2407096892759584,6.017619504584833,6.568779912142806,4.14946386144318,1.588418545210025,1.5583551222047842,1.3190856114264407,Moyenne,Absentes,Sableux,1.9459101490553132,1.791759469228055,4.2626798770413155
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.292609433186177,Octobre,Pluvieuse,Bulinus tropicus,2.1482677326096886,6.0792464604915155,6.699254004404797,4.258445572902527,0.3886579897917832,1.859729595667322,0.4054651081081644,Forte,Absentes,Rocheux,3.2188758248682006,2.4336133554004498,4.875197323201151
Mawe Hai,0.712831173368352,3.4065718134956104,7.2993918791537675,Juillet,Sèche,Melanoides tuberculata,2.2353763433005955,5.96435025461641,6.532770878127559,4.169761201506855,0.4081282255276481,2.1972245773362196,1.3506671834767394,Faible,Modérées,Rocheux,2.302585092994046,1.791759469228055,4.804021044733257
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.293221740583611,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.1412419425852827,5.6950780340260545,6.267769646536424,4.178992036282385,1.5332046064345113,1.3805277662255535,0.8197798314933114,Faible,Abondantes,Sableux,3.6375861597263857,2.9231615807191558,4.736198448394496
Plage du Peuple,0.6987658661412391,3.407702941213177,7.29015644749175,Novembre,Pluvieuse,Lymnaea natalensis,2.169053700369523,6.106131622086108,6.723592027308811,4.115779842942166,1.791759469228055,1.506297153514587,0.5007752879124893,Faible,Modérées,Sableux,1.0986122886681098,2.9014215940827497,4.127134385045092
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.28981527864398,Août,Sèche,Gyraulus costulatus,2.179286876649552,6.288601778330518,6.839476438228843,4.4953553199808844,0.6668032052203433,0.7829878845597348,0.41871033485818504,Moyenne,Abondantes,Sableux,1.791759469228055,1.791759469228055,4.418840607796598
Marché de Kituku,0.706056495634798,3.4067753292803804,7.296616637923521,Octobre,Pluvieuse,Melanoides tuberculata,2.179286876649552,6.057018177847421,6.627115021319402,4.66814498514948,1.0177637008047888,1.831140425951906,1.3837912309017721,Moyenne,Modérées,Sableux,2.3978952727983707,1.840549633397487,4.663439094112067
Marché de Kituku,0.706056495634798,3.4067753292803804,7.293153724939987,Septembre,Pluvieuse,Melanoides tuberculata,2.187174241482718,6.177736623646287,6.742172838192459,4.713127327493184,0.5080216964332566,1.026758184900126,1.1151415906193203,Faible,Abondantes,Vaseux,1.3862943611198906,1.791759469228055,4.2626798770413155
Port Bisengimana,0.6931471805599453,3.408528675268409,7.298850973123,Septembre,Pluvieuse,Bellamya capillata,2.1114245875328868,6.11257537285704,6.651830238143548,4.330733340286331,0.7212486106708201,0.8895359945653354,0.3001045924503381,Forte,Modérées,Sableux,3.2188758248682006,1.9878743481543455,4.672828834461906
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.29335775799405,Octobre,Pluvieuse,Bellamya capillata,2.1972245773362196,6.052089168924417,6.657882667925903,4.446174454497633,1.5082907304291426,1.797078630705655,0.76080582903376,Faible,Absentes,Sableux,1.6094379124341003,1.791759469228055,4.574710978503383
Marché de Kituku,0.706056495634798,3.4067753292803804,7.294309362198541,Septembre,Pluvieuse,Biomphalaria pfeifferi,2.222459048514761,5.863915226161007,6.478663240242817,4.0809215418899605,1.4788735424129837,0.7612730096075457,0.4054651081081644,Faible,Absentes,Vaseux,2.995732273553991,3.5496173867804286,4.2626798770413155
Port Bisengimana,0.6931471805599453,3.408528675268409,7.294105523230619,Octobre,Pluvieuse,Bulinus forskalii,2.0906287310704004,6.115892125483034,6.793914462558377,4.388257184424518,0.40945712937770185,1.0855270491194544,1.0043016091968684,Moyenne,Abondantes,Vaseux,2.833213344056216,3.186352633162641,5.056245805348308
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.294852729732116,Juin,Sèche,Bulinus forskalii,2.188295946591918,5.496348217047172,6.07073772800249,4.062165663857866,1.1908875647772805,1.523226215615035,0.6471032420585384,Faible,Modérées,Rocheux,0.6931471805599453,2.1162555148025524,4.624972813284271
Hôtel Karibu,0.6995779587107422,3.4072093733692315,7.290838436197171,Juillet,Sèche,Lymnaea natalensis,2.189416394888408,5.345677937907874,5.8888779583328805,4.470495282661489,1.155937355287379,0.7626732432085555,1.208960345836975,Forte,Absentes,Sableux,3.091042453358316,1.791759469228055,4.74493212836325
Port Bisengimana,0.6931471805599453,3.408528675268409,7.297294236540043,Juillet,Sèche,Gyraulus costulatus,2.234306252240751,6.240080894395223,6.776849009134338,4.157319361383489,0.8078142555380713,1.5295285292057983,0.3074846997479606,Moyenne,Modérées,Rocheux,1.9459101490553132,1.791759469228055,4.68213122712422
Port Bisengimana,0.6931471805599453,3.408528675268409,7.291928651622679,Octobre,Pluvieuse,Bulinus forskalii,2.189416394888408,6.101439400316553,6.650149674112825,4.165113633110308,1.098278899766872,1.8255165660261885,1.0577902941478545,Forte,Abondantes,Rocheux,1.3862943611198906,3.3603753871419,5.056245805348308
Port Bisengimana,0.6931471805599453,3.408528675268409,7.2906338884175055,Juin,Sèche,Bulinus tropicus,2.166765369851511,6.2408604695662575,6.836259277277067,3.960813169597578,1.1622128700777044,0.514618422004687,0.6575200029167941,Faible,Absentes,Sableux,1.9459101490553132,2.785011242238338,4.990432586778736
Port Bisengimana,0.6931471805599453,3.408528675268409,7.295531524219217,Septembre,Pluvieuse,Biomphalaria pfeifferi,2.21046980408624,6.233037233890559,6.807161163746434,4.37197629882038,0.6119371251344021,1.1820338968071822,1.2149127443642704,Forte,Abondantes,Sableux,3.7612001156935624,3.5145260669691587,4.672828834461906
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.297903682978408,Août,Sèche,Lymnaea natalensis,2.2202898502672155,6.20979654142497,6.78083058540847,4.377014092850337,1.7060200102803444,1.2886815322528902,1.0116009116784799,Moyenne,Absentes,Rocheux,1.791759469228055,2.1972245773362196,4.418840607796598
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.289951760150947,Juillet,Sèche,Bulinus tropicus,2.2407096892759584,6.11257537285704,6.677335318697152,4.345103280569283,0.928614481562987,1.469715969258963,1.1662709371419244,Moyenne,Modérées,Rocheux,1.6094379124341003,2.341805806147327,4.454347296253507
Mawe Hai,0.712831173368352,3.4065718134956104,7.300405290043457,Août,Sèche,Biomphalaria pfeifferi,2.224623551524334,6.20010341221931,6.762613893312466,4.133565275375382,0.2829207553500705,2.0454968856268985,1.3164082336557241,Moyenne,Absentes,Sableux,2.70805020110221,2.341805806147327,4.8283137373023015
Centre Pallotin de Génézareth,0.7021867007113446,3.4068764916131298,7.293697720601438,Novembre,Pluvieuse,Biomphalaria pfeifferi,2.2407096892759584,6.260345990096045,6.8737847594109835,4.0163830207523885,1.119068297235492,0.29713723122253605,0.9555114450274363,Faible,Modérées,Vaseux,1.6094379124341003,2.884800712846709,4.736198448394496
Marché de Kituku,0.706056495634798,3.4067753292803804,7.297903682978408,Novembre,Pluvieuse,Gyraulus costulatus,2.175887439948088,6.095824562432225,6.689226065218673,4.034240638152395,0.408792898200839,0.9246556482057827,0.8919980393051105,Faible,Absentes,Vaseux,1.0986122886681098,2.128231705849268,4.330733340286331
Plage du Peuple,0.6987658661412391,3.407702941213177,7.289269166267788,Octobre,Pluvieuse,Biomphalaria pfeifferi,2.0881534822818573,6.340711975217918,6.91592184164853,4.513054897080286,1.2053718252396433,1.4813772423665827,1.1151415906193203,Faible,Modérées,Sableux,2.9444389791664403,3.520460802488973,4.8283137373023015
Le chalet,0.6966076860980273,3.407960195532211,7.288791073167126,Octobre,Pluvieuse,Bulinus tropicus,2.2407096892759584,6.154008476293262,6.808487277323468,4.102643365036796,1.791759469228055,1.0427471558267143,0.7561219797213337,Forte,Modérées,Sableux,2.3978952727983707,2.5726122302071057,5.236441962829949
